CUDEL	CUCONO	CUPROD	CUCNTR	CUUNMS	CUOPER	CUCVFA	CUHAZM	CUIUM	CUFEGL	CUF001
I	10	7307	774	GAL	M	3.0000000	N	CSQ	0	                          
I	10	7307	774	CSQ	M	1.0000000	N	CSQ	0	                          
 	10	1187	001	GAL	M	1.0000000	N	GAL	0	                          
 	10	7292	001	GAL	M	1.0000000	N	GAL	0	                          
 	10	4329	001	LBS	M	1.0000000	N	LBS	0	                          
 	10	7292	460	GAL	M	1.0000000	N	GAL	0	                          
 	10	7292	476	GAL	M	55.0000000	N	DRM	0	                          
 	10	7292	476	DRM	M	1.0000000	N	DRM	0	                          
 	10	7292	481	GAL	M	330.0000000	N	TOT	0	                          
 	10	7292	481	TOT	M	1.0000000	N	TOT	0	                          
 	10	7307	334	GAL	M	330.0000000	N	TOT	0	                          
 	10	7307	337	GAL	M	260.0000000	N	TOT	0	                          
 	10	1334	001	GAL	M	1.0000000	N	GAL	0	                          
 	10	7312	460	GAL	M	1.0000000	N	GAL	0	                          
 	10	7312	481	GAL	M	330.0000000	N	TOT	0	                          
 	10	7312	481	TOT	M	1.0000000	N	TOT	0	                          
 	10	7312	476	GAL	M	55.0000000	N	DRM	0	                          
 	10	7350	465	CSQ	M	1.0000000	N	CSQ	0	                          
 	10	7350	465	GAL	M	3.0000000	N	CAS	0	                          
 	10	7350	465	QTS	M	12.0000000	N	CAS	0	                          
 	10	7357	460	GAL	M	1.0000000	N	GAL	0	                          
 	10	7357	481	GAL	M	330.0000000	N	TOT	0	                          
 	10	7357	476	GAL	M	55.0000000	N	DRM	0	                          
 	10	7363	460	GAL	M	1.0000000	N	GAL	0	                          
 	10	7363	481	GAL	M	330.0000000	N	TOT	0	                          
 	10	7363	476	GAL	M	55.0000000	N	DRM	0	                          
 	10	7364	460	GAL	M	1.0000000	N	GAL	0	                          
 	10	7364	481	GAL	M	330.0000000	N	TOT	0	                          
 	10	7364	476	GAL	M	55.0000000	N	DRM	0	                          
 	10	7366	460	GAL	M	1.0000000	N	GAL	0	                          
 	10	7366	481	GAL	M	330.0000000	N	TOT	0	                          
 	10	7366	476	GAL	M	55.0000000	N	DRM	0	                          
 	10	7367	460	GAL	M	1.0000000	N	GAL	0	                          
 	10	7367	481	GAL	M	330.0000000	N	TOT	0	                          
 	10	7367	476	GAL	M	55.0000000	N	DRM	0	                          
 	10	7368	460	GAL	M	1.0000000	N	GAL	0	                          
 	10	7368	481	GAL	M	330.0000000	N	TOT	0	                          
 	10	7368	476	GAL	M	55.0000000	N	DRM	0	                          
 	10	7368	468	GAL	M	5.0000000	N	PAL	0	                          
I	10	7736	001	GAL	M	1.0000000	N	GAL	0	                          
 	10	7552	582	GAL	M	55.0000000	N	DRM	0	                          
 	10	7552	582	DRM	M	1.0000000	N	DRM	0	                          
I	10	7736	786	GAL	M	5.0000000	N	PAL	0	                          
 	10	7705	544	GAL	M	5.0000000	N	PAL	0	                          
 	10	7249	460	GAL	M	1.0000000	N	GAL	0	                          
 	10	7249	476	GAL	M	55.0000000	N	DRM	0	                          
 	10	7256	460	GAL	M	1.0000000	N	GAL	0	                          
 	10	7256	476	GAL	M	55.0000000	N	DRM	0	                          
 	10	7261	460	GAL	M	1.0000000	N	GAL	0	                          
 	10	7261	476	GAL	M	55.0000000	N	DRM	0	                          
 	10	7262	460	GAL	M	1.0000000	N	GAL	0	                          
 	10	7262	476	GAL	M	55.0000000	N	DRM	0	                          
 	10	7275	460	GAL	M	1.0000000	N	GAL	0	                          
 	10	7275	481	GAL	M	330.0000000	N	TOT	0	                          
 	10	7275	481	TOT	M	1.0000000	N	TOT	0	                          
 	10	7275	476	GAL	M	55.0000000	N	DRM	0	                          
 	10	7275	476	DRM	M	1.0000000	N	DRM	0	                          
 	10	7276	460	GAL	M	1.0000000	N	GAL	0	                          
 	10	7276	481	GAL	M	330.0000000	N	TOT	0	                          
 	10	7276	481	TOT	M	1.0000000	N	TOT	0	                          
 	10	7276	476	GAL	M	55.0000000	N	DRM	0	                          
 	10	7290	460	GAL	M	1.0000000	N	GAL	0	                          
 	10	7290	481	GAL	M	330.0000000	N	TOT	0	                          
 	10	7290	481	TOT	M	1.0000000	N	TOT	0	                          
 	10	7290	476	GAL	M	55.0000000	N	DRM	0	                          
 	10	7290	476	DRM	M	1.0000000	N	DRM	0	                          
 	10	7539	460	GAL	M	1.0000000	N	GAL	0	                          
 	10	7539	478	LBS	M	400.0000000	N	DRM	0	                          
 	10	7541	460	GAL	M	1.0000000	N	GAL	0	                          
 	10	7541	478	LBS	M	400.0000000	N	DRM	0	                          
 	10	7705	460	GAL	M	1.0000000	N	GAL	0	                          
 	10	7705	460	LI 	M	1.0000000	N	LI 	0	                          
 	10	7705	481	GAL	M	330.0000000	N	TOT	0	                          
 	10	7705	481	TOT	M	1.0000000	N	TOT	0	                          
 	10	7705	476	GAL	M	55.0000000	N	DRM	0	                          
 	10	7705	468	GAL	M	5.0000000	N	PAL	0	                          
 	10	7706	460	GAL	M	1.0000000	N	GAL	0	                          
 	10	7706	481	GAL	M	330.0000000	N	TOT	0	                          
 	10	7706	481	TOT	M	1.0000000	N	TOT	0	                          
 	10	7706	476	GAL	M	55.0000000	N	DRM	0	                          
 	10	7706	468	GAL	M	5.0000000	N	PAL	0	                          
 	10	7730	460	GAL	M	1.0000000	N	GAL	0	                          
 	10	7730	460	LBS	M	1.0000000	N	LBS	0	                          
 	10	7730	460	LI 	M	1.0000000	N	LI 	0	                          
 	10	7730	481	GAL	M	330.0000000	N	TOT	0	                          
 	10	7730	481	LBS	M	2444.3800000	N	TOT	0	                          
 	10	7730	481	TOT	M	1.0000000	N	TOT	0	                          
 	10	7730	478	LBS	M	400.0000000	N	DRM	0	                          
 	10	7730	478	DRM	M	1.0000000	N	DRM	0	                          
 	10	7730	474	LBS	M	120.0000000	N	KEG	0	                          
 	10	7730	474	KEG	M	1.0000000	N	KEG	0	                          
 	10	7730	469	LBS	M	35.0000000	N	PAL	0	                          
 	10	7730	469	PAL	M	1.0000000	N	PAL	0	                          
 	10	7730	465	CSQ	M	1.0000000	N	CSQ	0	                          
 	10	7730	465	GAL	M	3.0000000	N	CSQ	0	                          
 	10	7731	460	GAL	M	1.0000000	N	GAL	0	                          
 	10	7731	481	GAL	M	330.0000000	N	TOT	0	                          
 	10	7731	478	LBS	M	400.0000000	N	DRM	0	                          
 	10	7735	460	GAL	M	1.0000000	N	GAL	0	                          
 	10	7735	460	LBS	M	1.0000000	N	LBS	0	                          
 	10	7735	481	GAL	M	330.0000000	N	TOT	0	                          
 	10	7735	478	LBS	M	400.0000000	N	DRM	0	                          
 	10	7735	478	DRM	M	1.0000000	N	DRM	0	                          
 	10	7735	474	LBS	M	120.0000000	N	KEG	0	                          
 	10	7735	474	KEG	M	1.0000000	N	KEG	0	                          
 	10	7735	469	LBS	M	35.0000000	N	PAL	0	                          
 	10	7735	469	PAL	M	1.0000000	N	PAL	0	                          
 	10	7795	460	GAL	M	1.0000000	N	GAL	0	                          
 	10	7795	481	GAL	M	330.0000000	N	TOT	0	                          
 	10	7795	481	TOT	M	1.0000000	N	TOT	0	                          
 	10	7795	478	LBS	M	400.0000000	N	DRM	0	                          
 	10	7795	469	LBS	M	35.0000000	N	PAL	0	                          
 	10	7795	469	PAL	M	1.0000000	N	PAL	0	                          
 	10	7796	460	GAL	M	1.0000000	N	GAL	0	                          
 	10	7796	481	GAL	M	330.0000000	N	TOT	0	                          
 	10	7796	481	LBS	M	2447.4800000	N	TOT	0	                          
 	10	7796	478	LBS	M	400.0000000	N	DRM	0	                          
 	10	7796	469	LBS	M	35.0000000	N	PAL	0	                          
 	10	7799	460	GAL	M	1.0000000	N	GAL	0	                          
 	10	7799	481	GAL	M	330.0000000	N	TOT	0	                          
 	10	7799	481	TOT	M	1.0000000	N	TOT	0	                          
 	10	7799	478	LBS	M	400.0000000	N	DRM	0	                          
 	10	7799	469	LBS	M	35.0000000	N	PAL	0	                          
 	10	4670	460	GAL	M	1.0000000	N	GAL	0	                          
 	10	4670	481	GAL	M	330.0000000	N	TOT	0	                          
 	10	4670	478	LBS	M	400.0000000	N	DRM	0	                          
 	10	7253	464	GAL	M	3.0000000	N	CSQ	0	                          
 	10	7253	464	QTS	M	12.0000000	N	CSQ	0	                          
 	10	7305	460	GAL	M	1.0000000	N	GAL	0	                          
 	10	7305	481	GAL	M	330.0000000	N	TOT	0	                          
 	10	7305	476	GAL	M	55.0000000	N	DRM	0	                          
 	10	7306	460	GAL	M	1.0000000	N	GAL	0	                          
 	10	7306	481	GAL	M	330.0000000	N	TOT	0	                          
 	10	7306	476	GAL	M	55.0000000	N	DRM	0	                          
 	10	7701	460	GAL	M	1.0000000	N	GAL	0	                          
 	10	7701	481	GAL	M	330.0000000	N	TOT	0	                          
 	10	7701	481	TOT	M	1.0000000	N	TOT	0	                          
 	10	7701	478	LBS	M	400.0000000	N	DRM	0	                          
I	10	7797	460	GAL	M	1.0000000	N	GAL	0	                          
 	10	7797	481	GAL	M	330.0000000	N	TOT	0	                          
 	10	7797	481	TOT	M	1.0000000	N	TOT	0	                          
 	10	7797	478	LBS	M	400.0000000	N	DRM	0	                          
 	10	7940	460	GAL	M	1.0000000	N	GAL	0	                          
 	10	7940	476	GAL	M	55.0000000	N	DRM	0	                          
 	10	9001	460	GAL	M	1.0000000	Y	GAL	0	                          
 	10	9001	476	GAL	M	55.0000000	N	DRM	0	                          
 	10	7861	477	GAL	M	55.0000000	N	DRM	0	                          
 	10	1187	935	GAL	M	55.0000000	N	DRM	0	                          
 	10	1187	935	DRM	M	1.0000000	N	DRM	0	                          
 	10	1300	935	GAL	M	55.0000000	N	DRM	0	                          
 	10	1300	935	DRM	M	1.0000000	N	DRM	0	                          
 	10	7730	465	QTS	M	12.0000000	N	CSQ	0	                          
I	10	7730	023	QTS	M	12.0000000	N	CSQ	0	                          
 	10	7253	464	CSQ	M	1.0000000	N	CSQ	0	                          
 	10	7173	001	GAL	M	1.0000000	N	GAL	0	                          
 	10	7173	420	GAL	M	3.0000000	N	CSQ	0	                          
 	10	7173	420	QTS	M	12.0000000	N	CSQ	0	                          
 	10	7173	420	CSQ	M	1.0000000	N	CSQ	0	                          
 	10	7173	422	GAL	M	55.0000000	N	DRM	0	                          
 	10	7173	333	GAL	M	300.0000000	N	TOT	0	                          
 	10	7173	422	DRM	M	1.0000000	N	DRM	0	                          
 	10	7292	931	GAL	M	1.0000000	N	PAL	0	                          
I	10	7329	747	GAL	M	5.0000000	N	PAL	0	                          
I	10	7329	747	PAL	M	1.0000000	N	PAL	0	                          
 	10	7730	759	GAL	M	5.0000000	N	PAL	0	                          
 	10	7730	759	PAL	M	1.0000000	N	PAL	0	                          
 	10	7735	759	GAL	M	5.0000000	N	PAL	0	                          
 	10	7735	759	PAL	M	1.0000000	N	PAL	0	                          
 	10	7193	769	GAL	M	5.0000000	N	PAL	0	                          
 	10	7193	769	PAL	M	1.0000000	N	PAL	0	                          
 	10	7137	769	GAL	M	5.0000000	N	PAL	0	                          
 	10	7137	769	PAL	M	1.0000000	N	PAL	0	                          
 	10	7064	769	GAL	M	5.0000000	N	PAL	0	                          
 	10	7064	769	PAL	M	1.0000000	N	PAL	0	                          
 	10	7320	757	PAL	M	1.0000000	N	PAL	0	                          
 	10	7320	758	PAL	M	1.0000000	N	PAL	0	                          
 	10	1335	001	GAL	M	1.0000000	N	GAL	0	                          
 	10	1336	001	GAL	M	1.0000000	N	GAL	0	                          
 	10	1337	001	GAL	M	1.0000000	N	GAL	0	                          
 	10	1338	001	GAL	M	1.0000000	N	GAL	0	                          
 	10	1339	001	GAL	M	1.0000000	Y	GAL	0	                          
 	10	1340	001	GAL	M	1.0000000	N	GAL	0	                          
 	10	1341	001	GAL	M	1.0000000	N	GAL	0	                          
I	10	180V	001	GAL	M	1.0000000	N	GAL	13000000	                          
I	10	181V	001	GAL	M	1.0000000	N	GAL	13000000	                          
I	10	182V	001	GAL	M	1.0000000	N	GAL	13000000	                          
I	10	183V	001	GAL	M	1.0000000	N	GAL	13000000	                          
I	10	184V	001	GAL	M	1.0000000	N	GAL	13000000	                          
I	10	185V	001	GAL	M	1.0000000	N	GAL	13000000	                          
I	10	187V	001	GAL	M	1.0000000	N	GAL	13000000	                          
I	10	188V	001	GAL	M	1.0000000	N	GAL	13000000	                          
I	10	189V	001	GAL	M	1.0000000	N	GAL	13000000	                          
I	10	190V	001	GAL	M	1.0000000	N	GAL	13000000	                          
I	10	191V	001	GAL	M	1.0000000	N	GAL	13000000	                          
I	10	192V	001	GAL	M	1.0000000	N	GAL	13000000	                          
I	10	193V	001	GAL	M	1.0000000	N	GAL	13000000	                          
I	10	194V	001	GAL	M	1.0000000	N	GAL	13000000	                          
I	10	196V	001	GAL	M	1.0000000	N	GAL	13000000	                          
I	10	197V	001	GAL	M	1.0000000	N	GAL	13000000	                          
I	10	198V	001	GAL	M	1.0000000	N	GAL	13000000	                          
I	10	195V	001	GAL	M	1.0000000	N	GAL	13000000	                          
I	10	180V	890	GAL	M	55.0000000	N	DRM	13000000	                          
I	10	180V	891	GAL	M	3.0000000	N	CAS	13000000	                          
I	10	180V	892	GAL	M	5.0000000	N	CAS	13000000	                          
I	10	180V	893	GAL	M	5.0000000	N	PAL	13000000	                          
I	10	181V	890	GAL	M	55.0000000	N	DRM	13000000	                          
I	10	181V	891	GAL	M	3.0000000	N	CAS	13000000	                          
I	10	181V	892	GAL	M	5.0000000	N	CAS	13000000	                          
I	10	181V	893	GAL	M	5.0000000	N	PAL	13000000	                          
I	10	182V	890	GAL	M	55.0000000	N	DRM	13000000	                          
I	10	182V	894	GAL	M	330.0000000	N	TOT	13000000	                          
I	10	182V	891	GAL	M	3.0000000	N	CAS	13000000	                          
I	10	182V	892	GAL	M	5.0000000	N	CAS	13000000	                          
I	10	182V	893	GAL	M	5.0000000	N	PAL	13000000	                          
I	10	183V	895	GAL	M	3.0000000	N	CAS	13000000	                          
I	10	183V	893	GAL	M	5.0000000	N	PAL	13000000	                          
I	10	184V	890	GAL	M	55.0000000	N	DRM	13000000	                          
I	10	184V	891	GAL	M	3.0000000	N	CAS	13000000	                          
I	10	184V	892	GAL	M	5.0000000	N	CAS	13000000	                          
I	10	184V	893	GAL	M	5.0000000	N	PAL	13000000	                          
I	10	184V	895	GAL	M	3.0000000	N	CAS	13000000	                          
I	10	185V	890	GAL	M	55.0000000	N	DRM	13000000	                          
I	10	185V	895	GAL	M	3.0000000	N	CAS	13000000	                          
I	10	185V	891	GAL	M	3.0000000	N	CAS	13000000	                          
I	10	185V	892	GAL	M	5.0000000	N	CAS	13000000	                          
I	10	185V	893	GAL	M	5.0000000	N	PAL	13000000	                          
I	10	186V	891	GAL	M	3.0000000	N	CAS	13000000	                          
I	10	186V	892	GAL	M	5.0000000	N	CAS	13000000	                          
I	10	187V	891	GAL	M	3.0000000	N	CAS	13000000	                          
I	10	188V	891	GAL	M	3.0000000	N	CAS	13000000	                          
I	10	188V	892	GAL	M	5.0000000	N	CAS	13000000	                          
I	10	189V	891	GAL	M	3.0000000	N	CAS	13000000	                          
I	10	190V	896	GAL	M	5.4687500	N	CAS	13000000	                          
I	10	190V	896	OZ 	M	700.0000000	N	CAS	13000000	                          
I	10	191V	896	OZ 	M	700.0000000	N	CAS	13000000	                          
I	10	192V	896	OZ 	M	700.0000000	N	CAS	13000000	                          
I	10	193V	896	OZ 	M	700.0000000	N	CAS	13000000	                          
I	10	194V	897	OZ 	M	420.0000000	N	CAS	13000000	                          
I	10	195V	898	LBS	M	400.0000000	N	DRM	13000000	                          
I	10	196V	893	GAL	M	5.0000000	N	PAL	13000000	                          
I	10	197V	899	GAL	M	1.5000000	N	CAS	13000000	                          
I	10	198V	899	GAL	M	1.5000000	N	CAS	13000000	                          
 	10	7320	741	GAL	M	4.0000000	N	Z19	0	                          
I	10	7320	741	CAS	M	1.0000000	N	CAS	0	                          
 	10	7726	728	GAL	M	3.0000000	N	CSQ	0	                          
I	10	7726	728	CAS	M	1.0000000	N	CSQ	0	                          
 	10	7726	728	CSQ	M	1.0000000	N	CSQ	0	                          
 	10	7726	742	CSG	M	1.0000000	N	CSG	0	                          
