WTDEL	WTCONO	WTPROD	WTCNTR	WTGROS	WTTARE	WTNET	WTGAL	WTF001
 	10	5000	608	44.85	2.50	42.35	5.0000000	                        
 	10	4774	645	433.00	0.00	433.00	55.0000000	                        
I	10	4773	645	428.00	37.00	391.00	55.0000000	                        
I	10	145V	593	46.00	2.25	43.75	0.0000000	                        
I	10	7198	003	2554.11	146.00	2408.11	330.0000000	                        
I	10	6309	508	39.00	2.50	36.50	5.0000000	                        
I	10	7504	519	38.92	2.50	36.42	5.0000000	                        
I	10	7205	622	442.00	35.00	407.00	55.0000000	                        
I	10	7142	353	24.00	2.50	21.50	3.0000000	                        
I	10	7143	353	23.98	2.50	21.48	3.0000000	                        
I	10	6883	034	24.50	2.50	22.00	3.0000000	                        
I	10	6883	130	32.00	2.80	29.20	4.0000000	                        
I	10	6883	655	442.00	0.00	442.00	55.0000000	                        
I	10	6893	629	442.00	35.00	407.00	55.0000000	                        
I	10	7587	562	41.46	3.00	38.46	5.2800000	                        
I	10	7588	562	41.46	3.00	38.46	5.2800000	                        
I	10	7589	562	41.58	3.00	38.58	5.2800000	                        
I	10	123V	041	24.50	2.50	22.00	3.0000000	                        
I	10	6883	319	24.00	0.00	24.00	30.0000000	                        
I	10	6877	307	40.00	0.00	40.00	5.0000000	                        
I	10	6877	620	442.00	0.00	442.00	55.0000000	                        
 	10	7305	039	2154.00	146.00	2008.00	275.0000000	                        
I	10	6883	516	40.00	2.50	37.50	5.0000000	                        
I	10	6932	530	40.00	2.50	37.50	5.0000000	                        
 	10	7253	615	432.18	35.00	397.18	55.0000000	                        
I	10	116V	546	38.00	3.00	35.00	5.0000000	                        
I	10	118V	546	38.00	3.00	35.00	0.0000000	                        
I	10	6883	317	240.00	0.00	240.00	30.0000000	                        
 	10	7249	624	439.86	35.00	404.86	55.0000000	                        
I	10	6314	182	13.00	0.00	13.00	1.5800000	                        
I	10	6313	079	12.00	0.00	12.00	1.5000000	                        
I	10	6314	091	12.00	0.00	12.00	1.5000000	                        
I	10	6313	158	30.00	0.00	30.00	3.7500000	                        
I	10	6314	159	30.00	0.00	30.00	3.7500000	                        
I	10	6311	190	28.00	0.00	28.00	3.4800000	                        
I	10	6312	191	28.00	0.00	28.00	3.4800000	                        
I	10	6314	192	28.00	0.00	28.00	3.4800000	                        
I	10	6313	622	442.00	0.00	442.00	55.0000000	                        
I	10	6314	622	442.00	0.00	442.00	55.0000000	                        
 	10	4421	798	2840.00	140.00	2700.00	348.0000000	                        
I	10	7423	003	2483.29	146.00	2337.29	330.0000000	                        
I	10	7423	790	1700.00	146.00	1554.00	330.0000000	                        
I	10	7423	009	23.75	2.50	21.25	3.0000000	                        
I	10	7423	353	24.50	2.50	22.00	3.0000000	                        
I	10	7423	601	424.55	35.00	389.55	55.0000000	                        
I	10	7423	982	442.00	35.00	407.00	55.0000000	                        
I	10	7730	550	37.50	2.50	35.00	4.7400000	                        
I	10	7735	550	37.50	2.50	35.00	4.6900000	                        
I	10	7856	496	60.00	2.50	57.50	6.0000000	                        
I	10	7531	698	133.00	13.00	120.00	16.0000000	                        
 	10	7381	003	2530.51	146.00	2384.51	330.0000000	                        
 	10	7835	039	2306.40	146.00	2160.40	275.0000000	                        
I	10	145V	707	131.50	11.50	120.00	16.0900000	                        
I	10	6311	055	24.50	2.50	22.00	3.0000000	                        
 	10	7929	578	12.00	0.00	12.00	1.5000000	                        
I	10	6883	046	2510.00	104.00	2406.00	0.0000000	                        
 	10	6003	510	41.50	2.50	39.00	5.0000000	                        
I	10	6017	041	24.50	2.50	22.00	3.0000000	                        
D	10	6026	283	24.50	2.50	22.00	3.0000000	                        
I	10	7874	496	50.00	5.00	45.00	6.0000000	                        
I	10	7932	223	13.00	0.00	13.00	1.5000000	                        
 	10	4311	005	1800.00	146.00	1654.00	260.0000000	                        
I	10	7793	535	41.50	2.50	39.00	5.0000000	                        
 	10	4449	646	384.00	35.00	349.00	52.0000000	                        
I	10	7793	545	37.50	2.50	35.00	4.7400000	                        
I	10	7272	005	2060.87	135.00	1925.87	260.0000000	                        
I	10	7730	003	2601.17	146.00	2455.17	330.0000000	                        
 	10	2179	517	40.00	2.50	37.50	5.0000000	                        
I	10	7725	646	442.00	35.00	407.00	55.0000000	                        
 	10	8506	646	400.00	37.50	362.50	55.0000000	                        
 	10	7249	601	439.86	35.00	404.86	55.0000000	                        
 	10	7290	601	443.68	35.00	408.68	55.0000000	                        
 	10	7290	003	2598.10	146.00	2452.10	330.0000000	                        
 	10	7290	007	2598.10	146.00	2452.10	330.0000000	                        
I	10	7156	601	442.00	35.00	407.00	55.0000000	                        
I	10	7157	601	442.00	35.00	407.00	55.0000000	                        
 	10	7424	003	2504.51	146.00	2358.51	330.0000000	                        
 	10	7931	226	2394.00	146.00	2248.00	330.0000000	                        
I	10	6303	510	41.50	2.50	39.00	5.0000000	                        
I	10	107V	510	41.50	2.50	39.00	5.0000000	                        
I	10	7286	003	2394.00	146.00	2248.00	330.0000000	                        
I	10	7286	007	1700.00	146.00	1554.00	330.0000000	                        
 	10	7105	572	9.95	0.50	9.45	1.1300000	                        
 	10	7810	310	41.50	2.50	39.00	5.0000000	                        
I	10	6311	622	424.00	0.00	424.00	55.0000000	                        
I	10	7263	601	436.85	35.00	401.85	55.0000000	                        
I	10	7791	982	437.00	35.00	402.00	53.6300000	                        
 	10	7886	039	0.01	0.00	0.01	275.0000000	                        
 	10	4608	645	431.59	37.00	394.59	52.0000000	                        
 	10	7139	601	443.88	37.00	406.88	55.0000000	                        
I	10	7168	353	24.50	2.50	22.00	3.0000000	                        
I	10	7874	982	550.00	35.00	515.00	55.0000000	                        
I	10	7872	982	550.00	35.00	515.00	55.0000000	                        
I	10	7834	703	131.50	11.50	120.00	14.5000000	                        
I	10	6308	196	36.00	3.00	33.00	3.9600000	                        
 	10	7810	320	240.00	0.00	240.00	30.0000000	                        
I	10	7528	096	24.45	2.00	22.45	3.1700000	                        
I	10	7873	982	550.00	35.00	515.00	55.0000000	                        
 	10	7177	003	2566.09	146.00	2420.09	330.0000000	                        
I	10	7528	635	442.00	0.00	442.00	55.0000000	                        
I	10	7529	635	442.00	0.00	442.00	55.0000000	                        
I	10	7177	790	1700.00	146.00	1554.00	330.0000000	                        
 	10	8565	646	422.00	35.00	387.00	51.0000000	                        
 	10	7350	210	23.79	2.50	21.29	3.0000000	                        
 	10	7350	212	23.79	2.50	21.29	3.0000000	                        
I	10	7212	310	40.00	0.00	40.00	5.0000000	                        
I	10	7205	112	24.00	0.00	24.00	3.0000000	                        
 	10	7867	003	170.00	146.00	24.00	330.0000000	                        
I	10	7260	003	2567.57	146.00	2421.57	330.0000000	                        
 	10	5000	003	2856.62	146.00	2710.62	320.0000000	                        
I	10	7212	115	32.00	2.50	29.50	4.0000000	                        
I	10	7212	312	400.00	0.00	400.00	5.0000000	                        
 	10	7305	584	2760.60	351.00	2409.60	330.0000000	                        
I	10	4670	003	2433.00	140.00	2293.00	320.0000000	                        
I	10	7193	551	37.50	2.50	35.00	4.7500000	                        
 	10	7064	099	24.36	2.50	21.86	3.0000000	                        
I	10	7127	099	24.50	2.50	22.00	3.0000000	                        
 	10	7132	099	24.02	2.50	21.52	3.0000000	                        
I	10	7196	099	24.50	2.50	22.00	3.0000000	                        
 	10	7424	099	23.94	2.50	21.44	3.0000000	                        
I	10	7504	664	440.00	38.00	402.00	55.0000000	                        
 	10	4311	565	1800.00	146.00	1654.00	275.0000000	                        
 	10	4670	565	2100.21	130.00	1970.21	275.0000000	                        
 	10	7177	565	2151.74	135.00	2016.74	275.0000000	                        
I	10	7196	565	1800.00	146.00	1654.00	275.0000000	                        
I	10	7198	565	1800.00	146.00	1654.00	275.0000000	                        
I	10	7260	565	1800.00	146.00	1654.00	275.0000000	                        
I	10	7264	565	2170.72	135.00	2035.72	275.0000000	                        
I	10	7272	565	2182.98	146.00	2036.98	275.0000000	                        
 	10	7305	565	2154.00	146.00	2008.00	275.0000000	                        
 	10	7365	565	2159.28	135.00	2024.28	275.0000000	                        
 	10	7367	565	2182.98	146.00	2036.98	275.0000000	                        
I	10	7423	565	1800.00	146.00	1654.00	275.0000000	                        
 	10	7424	565	2111.43	146.00	1965.43	275.0000000	                        
 	10	7730	565	2184.27	146.00	2038.27	275.0000000	                        
 	10	7132	565	2118.60	146.00	1972.60	275.0000000	                        
 	10	7380	565	2133.10	135.00	1998.10	275.0000000	                        
 	10	7381	565	2133.10	146.00	1987.10	275.0000000	                        
 	10	7382	565	2160.24	146.00	2014.24	275.0000000	                        
 	10	7190	565	2167.77	146.00	2021.77	275.0000000	                        
 	10	7352	565	2138.05	135.00	2003.05	275.0000000	                        
I	10	7205	560	1905.85	60.00	1845.85	260.0000000	                        
I	10	7212	041	24.50	2.50	22.00	3.0000000	                        
I	10	7196	007	2566.08	146.00	2420.08	330.0000000	                        
I	10	6315	622	442.00	0.00	442.00	55.0000000	                        
I	10	7105	009	24.50	2.50	22.00	3.0000000	                        
I	10	7325	601	432.66	35.00	397.66	55.0000000	                        
I	10	7346	601	442.00	35.00	407.00	55.0000000	                        
I	10	7347	601	442.00	35.00	407.00	55.0000000	                        
I	10	7129	019	24.50	2.50	22.00	3.0000000	                        
I	10	6316	183	12.00	1.38	10.62	1.5000000	                        
 	10	4111	003	2273.81	146.00	2127.81	330.0000000	                        
I	10	4114	003	2394.00	146.00	2248.00	330.0000000	                        
I	10	4115	003	2321.36	146.00	2175.36	330.0000000	                        
 	10	4118	003	2367.30	146.00	2221.30	330.0000000	                        
I	10	4221	003	2394.00	146.00	2248.00	330.0000000	                        
I	10	4392	003	2394.00	146.00	2248.00	330.0000000	                        
I	10	4393	003	2501.67	146.00	2355.67	330.0000000	                        
 	10	4538	003	2673.00	146.00	2527.00	330.0000000	                        
 	10	5510	003	2394.00	146.00	2248.00	330.0000000	                        
 	10	5560	003	2394.00	146.00	2248.00	330.0000000	                        
 	10	5570	003	2394.00	146.00	2248.00	330.0000000	                        
 	10	5856	003	2394.00	146.00	2248.00	330.0000000	                        
 	10	6157	003	2394.00	146.00	2248.00	330.0000000	                        
I	10	6303	003	2394.00	146.00	2248.00	330.0000000	                        
I	10	6307	003	2394.00	146.00	2248.00	330.0000000	                        
I	10	6309	003	2394.00	146.00	2248.00	330.0000000	                        
 	10	6862	003	2394.00	146.00	2248.00	330.0000000	                        
I	10	6883	003	2394.00	146.00	2248.00	330.0000000	                        
I	10	7030	003	2561.57	146.00	2415.57	330.0000000	                        
I	10	7064	003	2551.14	146.00	2405.14	330.0000000	                        
I	10	7105	003	2394.00	146.00	2248.00	330.0000000	                        
I	10	7115	003	2574.80	146.00	2428.80	330.0000000	                        
I	10	7117	003	2574.80	146.00	2428.80	330.0000000	                        
I	10	7120	003	2394.00	146.00	2248.00	330.0000000	                        
I	10	7123	003	2394.00	146.00	2248.00	330.0000000	                        
I	10	7127	003	2513.12	146.00	2367.12	330.0000000	                        
I	10	7126	003	2476.30	146.00	2330.30	330.0000000	                        
 	10	7129	003	2549.06	146.00	2403.06	330.0000000	                        
 	10	7139	003	2587.31	146.00	2441.31	330.0000000	                        
I	10	7140	003	2394.00	146.00	2248.00	330.0000000	                        
 	10	7142	003	2513.12	146.00	2367.12	330.0000000	                        
 	10	7143	003	2513.12	146.00	2367.12	330.0000000	                        
I	10	7144	003	2543.71	146.00	2397.71	330.0000000	                        
I	10	7150	003	2548.17	146.00	2402.17	330.0000000	                        
I	10	7155	003	2394.00	146.00	2248.00	330.0000000	                        
I	10	7157	003	2569.09	146.00	2423.09	330.0000000	                        
I	10	7158	003	2560.00	146.00	2414.00	330.0000000	                        
I	10	7160	003	2394.00	146.00	2248.00	330.0000000	                        
 	10	7168	003	2549.65	146.00	2403.65	330.0000000	                        
I	10	7175	003	2394.00	146.00	2248.00	330.0000000	                        
I	10	7176	003	2394.00	146.00	2248.00	330.0000000	                        
I	10	7178	003	2394.00	146.00	2248.00	330.0000000	                        
 	10	7190	003	2572.13	146.00	2426.13	330.0000000	                        
